;name;descript;rate;school;start;length;price;link;Tag
125;DAO-архитектор;Научитесь конфигурировать, запускать и управлять автономными организациями на блокчейне: выпускайте токены, пополняйте казну, распределяйте роли, привлекайте контрибьюторов, коллабьте с другими DAO. От мультисига на гнозисе до ончейн-гаверненса на снэпшоте.;4.3;Moscow Coding School;17 Декабря;7 месяцев;130 000;https://tutortop.ru/goto/?number=4526&term=9;crypto
126;Профессия iOS-разработчик;-;4.7;SwiftBook;26 Декабря;7 месяцев;76 000;https://tutortop.ru/goto/?number=4526&term=9;mobile
127;Комплект курсов Крипто Airdrops;Получение токенов проекта напрямую от разработчиков, на первичном (раннем) распределении, за выполнение заданий и/или активное участие в продвижении проекта и жизни сообщества.;4.5;Cryptemic;17 Декабря;Не указана;11 900;https://tutortop.ru/goto/?number=4526&term=9;crypto
128;Android-разработчик;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;29 Декабря;12 месяцев;168 000;https://tutortop.ru/goto/?number=4526&term=9;mobile
129;Hyper Casual;Курс по созданию простой игры: с нуля до загрузки в Google Play.;4.7;XYZ School;17 Декабря;4 месяца;112 425;https://tutortop.ru/goto/?number=4526&term=9;Gaming
130;Веб-разработчик с нуля;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;23 месяца;265 000;https://tutortop.ru/goto/?number=4526&term=9;Web
131;Профессия Python-разработчик;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;10 месяцев;145 518;https://tutortop.ru/goto/?number=4526&term=9;PY
132;Node.js-разработчик;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;6.5 месяцев;124 000;https://tutortop.ru/goto/?number=4526&term=9;NodeJS
133;Golang разработчик;-;4.5;iNordic;17 Декабря;4 месяца;64 440;https://tutortop.ru/goto/?number=4526&term=9;Golang
134;Онлайн-курс веб-программирования;у школы есть лицензия минобразования;4.3;Irs Academy;17 Декабря;4 месяца;39 000;https://tutortop.ru/goto/?number=4526&term=9;Web
135;Программирование на Python 3;-;4.3;Shultais Education;17 Декабря;4 месяца;4 700;https://tutortop.ru/goto/?number=4526&term=9;PY
136;Курс BaseJava;-;4.3;TopJava;16 Декабря;2.5 месяца;5 950;https://tutortop.ru/goto/?number=4526&term=9;Java
137;Быстрые MVP на Tilda и Creatium;В процессе обучения ты соберешь 6 сервисов без навыков программирования с помощью No-code инструментов.;4.6;Cyberband Academy;17 Декабря;2 месяца;55 000;https://tutortop.ru/goto/?number=4526&term=9;Web
138;Site Reliability Engineering;На время обучения вы станете SRE для сервиса покупки билетов в кинотеатр. Решая предложенные кейсы, вы получите представление, чем занимается SRE в реальности.;4.3;Слёрм;17 Декабря;0.25 месяцев;90 000;https://tutortop.ru/goto/?number=4526&term=9;Web
139;ALSE-1602. Администрирование ОС Astra Linux Special Edition;Курс будет интересен начинающим системным администраторам или тем, кто только планирует попробовать себя в этой профессии. В курсе рассматривается Astra Linux Common Edition и Astra Linux Special Edition. В курсе рассматривается Astra Linux Common Edition и Astra Linux Special Edition.;4.3;Teach&Study;16 Декабря;Не указана;24 000;https://tutortop.ru/goto/?number=4526&term=9;administrator
140;Программирование на Lua в Minecraft для начинающих;-;4.3;Coddy;17 Декабря;Не указана;750;https://tutortop.ru/goto/?number=4526&term=9;Lua
141;Зерокодер на западном рынке;Научим зарабатывать от $2000 на зерокодинге, работая удаленно с зарубежными заказчиками.;4.3;ZeroCoder;17 Декабря;3 месяца;36 400;https://tutortop.ru/goto/?number=4526&term=9;NoCode
142;Автоматизированное тестирование ПО на Java;Поможем в изучении нового стека технологий вместе с нашими преподавателями. Вы познакомитесь с инструментами автоматизации на практике. Расширите свои компетенции. Знания автоматизации тестов на Java позволят стать вам ценным сотрудником в коллективе и брать новые проекты;4.3;Университет Иннополис;22 Декабря;7 месяцев;76 800;https://tutortop.ru/goto/?number=4526&term=9;Java
143;JavaScript с нуля - основы языка и практика для начинающих;Базовый курс по современному JavaScript в 2023 году для начинающих. С нуля до проекта на реальных примерах и упражнениях.;4.3;PurpleSchool;17 Декабря;2 месяца;5 990;https://tutortop.ru/goto/?number=4526&term=9;JS
144;Веб-приложения без кода на Bubble;Быстрый и экономичный запуск нового продукта, автоматизация бизнес-процессов, переход в онлайн. Возможность повысить свою стоимость на рынке: заменить программистов и быстро собрать MVP без привлечения разработчиков.;4.6;Code Breakers;28 Декабря;3 месяца;29 900;https://tutortop.ru/goto/?number=4526&term=9;Web
145;Онлайн-курсы ручного тестирования;-;4.3;Международная Школа Профессий;19 Декабря;1,5 месяц;18 300;https://tutortop.ru/goto/?number=4526&term=9;QA
146;Веб-разработчик;Записывайтесь и получите востребованную профессию за 5 месяцев: 60+ обучающих модулей, 100+ часов обучения, технологичное портфолио, личный наставник, топовые инструменты 2022 года - всё, что нужно для быстрого и качественного старта в IT.;4.5;LoftSchool;19 Декабря;5 месяцев;180 000;https://tutortop.ru/goto/?number=4526&term=9;Web
147;Junior Automation QA;Практическое обучение от middle/senior программистов. Занятия в малых группах с «живой» обратной связью от преподавателей. Возможность пройти этап отбора в компанию MAXIMA или компании-партнеры для выпускников, успешно закончивших курс;4.6;Maxima School;28 Декабря;7 месяцев;65 000;https://tutortop.ru/goto/?number=4526&term=9;QA
148;Java - разработчик;Стань Java-разработчиком. Профессия включена в топ 10 самых востребованных в IT. Сейчас на одного специалиста приходится от 7 до 10 вакансий.;4.5;LearnHub;17 Декабря;8 месяцев;115 000;https://tutortop.ru/goto/?number=4526&term=9;Java
149;Стань аналитиком данных и получи работу за рубежом;Программа переквалификации для студентов, кто идет в направление анализа данных с нуля с желанием работать за рубежом.;4.6;Mathshub;27 Февраля;9 месяцев;378 000;https://tutortop.ru/goto/?number=4526&term=9;Data
150;Информационная безопасность КИИ;Курс направлен на изучение теоретических и прикладных вопросов организации безопасности значимых объектов критической информационной инфраструктуры (КИИ), категорирования объектов КИИ и построения систем защиты значимых объектов КИИ в соответствии с требованиями № 187-ФЗ от 26.07.2017.;4.3;Инфобезопасность;28 Декабря;Не указана;35 000;https://tutortop.ru/goto/?number=6968&term=9;InfSec
151;Web-программист: с нуля до первых проектов;Освойте перспективную профессию с зарплатой от 100 тыс. рублей* и научитесь верстать сайты для всех типов устройств;4.3;Академия «Сигма»;17 Декабря;3 месяца;24 000;https://tutortop.ru/goto/?number=6968&term=9;Web
152;Включайся;«Включайся!» - это курс для ознакомления с компьютером для всех, кто хочет начать изучение компьютера с самого начала или систематизировать и закрепить ранее полученные знания.;4.2;Компьютерная Академия TOP;17 Декабря;Не указана;169 320;https://tutortop.ru/goto/?number=6968&term=9;OS
153;Microsoft Access 2019/2016 Уровень 1. Анализ информации в БД;Вы узнаете, как планируются и разрабатываются базы данных, научитесь создавать таблицы в Access и работать с ними, а также самостоятельно сможете создать экранные формы.;4.4;Специалист.ру;20 Декабря;0,25 месяцев;15 990;https://tutortop.ru/goto/?number=6968&term=9;SQL
154;Профессия: Инженер по тестированию с гарантией трудоустройства;онлайн-школа от Skyeng;4.9;Skypro;21 Декабря;7,5 месяцев;146 666;https://tutortop.ru/goto/?number=6968&term=9;QA
155;Онлайн-курс Тестировщик ПО;учат на реальных проектах. Можно пройти курс на индивидуальной основе. Могут выдать диплом гос.образца при необходимости.;4.9;Бруноям;16 Декабря;4 месяца;49 900;https://tutortop.ru/goto/?number=6968&term=9;QA
156;Профессия: Fullstack-разработчик;Научитесь верстать, программировать сайты и создавать веб-приложения «под ключ». Станете универсальным и незаменимым специалистом для любой IT компании. Изучите HTML и CSS, сможете верстать сайты и адаптировать их под разные устройства. Научитесь находить ошибки в чужой вёрстке и исправлять код. Изучите синтаксис Java, напишите первое приложение и многое другое.;4.8;ProductStar;17 Декабря;10 месяцев;170 000;https://tutortop.ru/goto/?number=6968&term=9;Fullstack
157;Профессия Data Scientist;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;21 Декабря;24 месяца;276 000;https://tutortop.ru/goto/?number=6968&term=9;Data
158;Fullstack-разработчик;Jфициальная школа холдинга VK (Mail.ru Group);4.5;GeekBrains;25 Декабря;Не указана;285 012;https://tutortop.ru/goto/?number=6968&term=9;Fullstack
159;Тестирование на проникновение и анализ безопасности. Профессиональный уровень;-;4.7;Академия АйТи;10 Мая;0,5 месяцев;57 900;https://tutortop.ru/goto/?number=6968&term=9;InfSec
160;De-Fi-аналитик;DeFi — это не только четырехзначные APY, стейкинг, фарминг, рагпулы и иксы на булране. Научимся упаковывать ончейн-данные в dune-дэшборды и анализировать токеномику с понциномикой, не ограничиваясь FDV и TVL. Для четкой картинки без дегенства и эйпинга.;4.3;Moscow Coding School;17 Декабря;7 месяцев;130 000;https://tutortop.ru/goto/?number=6968&term=9;crypto
161;Комплект курсов Копи-трейдинг;Копирование сделок других трейдеров и инвесторов, без необходимости самостоятельно разбираться во всех аспектах.;4.5;Cryptemic;17 Декабря;Не указана;11 900;https://tutortop.ru/goto/?number=6968&term=9;Data
162;Курс «Java-разработчик»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;19 Декабря;6.5 месяцев;147 000;https://tutortop.ru/goto/?number=6968&term=9;Java
163;Game Code;Учим программировать для Action игр в Unreal Engine и C++;4.7;XYZ School;17 Декабря;5 месяцев;112 425;https://tutortop.ru/goto/?number=6968&term=9;C++
164;Fullstack-разработчик на Python;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;20 месяцев;221 000;https://tutortop.ru/goto/?number=6968&term=9;Fullstack
165;Профессия Инженер по тестированию;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;Не указана;107 622;https://tutortop.ru/goto/?number=6968&term=9;QA
166;PHP-разработчик;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;6.5 месяцев;124 000;https://tutortop.ru/goto/?number=6968&term=9;PHP
167;Android-разработчик на Kotlin;-;4.5;iNordic;17 Декабря;4 месяца;60 840;https://tutortop.ru/goto/?number=6968&term=9;mobile
168;Онлайн-курс по С#;у школы есть лицензия минобразования;4.3;Irs Academy;17 Декабря;Не указана;37 700;https://tutortop.ru/goto/?number=6968&term=9;C#
169;Введение в HTML5 и CSS3;-;4.3;Shultais Education;17 Декабря;4 месяца;3 900;https://tutortop.ru/goto/?number=6968&term=9;Web
170;Курс StartJava;-;4.3;TopJava;16 Декабря;1,5 месяц;3 950;https://tutortop.ru/goto/?number=6968&term=9;Java
171;Быстрый старт в No-code;Собери 6 кейсов и освой за 1 месяц базовые навыки работы в No-code.;4.6;Cyberband Academy;17 Декабря;1 месяц;55 000;https://tutortop.ru/goto/?number=6968&term=9;NoCode
172;Kubernetes: Мега;Заглядываем под капот Kubernetes. Для тех, кто уже работал с k8s или прошел Kubernetes База.;4.3;Слёрм;06 Января;1,5 месяц;90 000;https://tutortop.ru/goto/?number=6968&term=9;Software
173;Язык программирования Visual C# - создание .Net Framework приложений;Курс предназначен для начинающих программистов, которые хотят изучить актуальный язык программирования Visual C#. Курс обучает работе в Microsoft Visual Studio 2012 в контексте программирования на Visual C#. Является фундаментом для дальнейшего изучения всех объектно-ориентированных языков.;4.3;Teach&Study;16 Декабря;2 месяца;21 000;https://tutortop.ru/goto/?number=6968&term=9;C#
174;Создание мультиплеерной игры в Roblox Studio;-;4.3;Coddy;17 Декабря;Не указана;750;https://tutortop.ru/goto/?number=6968&term=9;Lua
175;Агент зерокодинга;Научим искать заказы, сводить заказчика и исполнителя, получая за это в среднем 50% от стоимости проекта.;4.3;ZeroCoder;17 Декабря;Не указана;32 600;https://tutortop.ru/goto/?number=6968&term=9;NoCode
176;Fullstack-разработчик на Javascript;Вы освоите полный цикл создания сайтов и станете универсальным специалистом. С этими знаниями вы сможете повысить свою заработную плату на позиции Fullstack-разработчика или делать сайты на фрилансе.;4.3;Университет Иннополис;26 Декабря;3,5 месяца;59 200;https://tutortop.ru/goto/?number=6968&term=9;Fullstack
177;NestJS - с нуля, современный backend на TypeScript и Node JS;Полный курс по современному Backend на NodeJS, TypeScript и MongoDB с использованием лучший практик и фреймворка NestJS!;4.3;PurpleSchool;17 Декабря;2 месяца;1 290;https://tutortop.ru/goto/?number=6968&term=9;Backend
178;Мобильное приложение без кода;Научитесь запускать новые мобильные продукты за несколько дней с затратами менее $50. Повысите свою стоимость на рынке и сможете брать комплексные заказы от $2-3 тыс.;4.6;Code Breakers;22 Декабря;2 месяца;29 900;https://tutortop.ru/goto/?number=6968&term=9;mobile
179;Backend разработчик;Записывайтесь, и за 3 месяца вы станете востребованным IT-специалистом со знанием топовых технологий 2022 года и 4 крутыми проектами в портфолио.;4.5;LoftSchool;26 Декабря;3 месяца;107 500;https://tutortop.ru/goto/?number=6968&term=9;Backend
180;Основы Frontend разработки на React;Данный курс не только дает знания в области верстки HTML-страниц, основная цель курса - научить Вас основам Frontend-разработки на самом популярном фреймворке ReactJS. Также в курсе затрагивается библиотека Redux для управления состоянием приложения.;4.6;Maxima School;26 Декабря;4,5 месяца;47 000;https://tutortop.ru/goto/?number=6614&term=9;Frontend
181;Тестировщик;Начните карьеру Тестировщиком QA сегодня. Вас будут учить эксперты из Bi.zone (дочка сбер), QIWI, Яндекс, Флекстор, Юла, Т1 Консалтинг, Иннотех и TOO INForce. Они поделятся опытом и техниками, которые каждый день помогают им в работе.;4.5;LearnHub;17 Декабря;7 месяцев;100 000;https://tutortop.ru/goto/?number=6614&term=9;QA
182;Стань Python-разработчиком и получи работу за рубежом;Программа переквалификации для студентов, кто изучает Python нуля с желанием работать в бэкенд-разработке на Python за рубежом.;4.6;Mathshub;27 Февраля;7 месяцев;200 000;https://tutortop.ru/goto/?number=6614&term=9;PY
183;Основы компьютерной криминалистики;Целью освоения программы является приобретение знаний по компьютерной криминалистике и правовым обеспечениям расследований инцидентов информационной безопасности, умений и навыков экспертного исследования объектов компьютерной экспертизы.;4.3;Инфобезопасность;31 Января;Не указана;35 000;https://tutortop.ru/goto/?number=6614&term=9;InfSec
184;Тестировщик программного обеспечения;Освойте перспективную профессию с зарплатой от 70 тыс. рублей* и научитесь оценивать и тестировать программные продукты;4.3;Академия «Сигма»;17 Декабря;3 месяца;24 000;https://tutortop.ru/goto/?number=6614&term=9;QA
185;Разработка игр с UNITY;Стань востребованным разработчиком игр с Unity, обучаясь у практиков. Учебная программа “Создание игр с использованием Unity” подходит как для начинающих программистов, так и для тех, кто хочет связать свою жизнь с работой в сфере разработки игр.;4.2;Компьютерная Академия TOP;17 Декабря;Не указана;169 320;https://tutortop.ru/goto/?number=6614&term=9;Unity
186;Профессия: Веб-дизайнер;онлайн-школа от Skyeng;4.9;Skypro;23 Декабря;3 месяца;146 177;https://tutortop.ru/goto/?number=6614&term=9;Web
187;Курсы Microsoft Access;Курс Microsoft Access предназначен для экономистов, маркетологов и аналитиков. Вы сможете структурировать и организовывать обмен информацией, эффективно контролировать данные, создавать отчеты.;4.9;Бруноям;17 Декабря;0,5 месяцев;14 900;https://tutortop.ru/goto/?number=6614&term=9;SQL
188;Профессия: Android-разработчик;Научитесь создавать собственные приложения и игры для Android, работать со структурами данных и станете незаменимым специалистом для любой IT компании. Изучите синтаксис языка Javascript, познакомитесь с переменными и операторами, научитесь писать и структурировать свой код и разбираться в чужом. Углубитесь в продвинутую разработку на Android, а также изучите основы Devops для Android-разработчика.Освоите синтаксис Kotlin и научитесь писать грамотный, структурируемый и легко читаемый код.;4.8;ProductStar;17 Декабря;10 месяцев;170 000;https://tutortop.ru/goto/?number=6614&term=9;mobile
189;Курс-симулятор Тестировщик на Python;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;22 Декабря;9 месяцев;191 400;https://tutortop.ru/goto/?number=6614&term=9;PY
190;Инженер по тестированию;Jфициальная школа холдинга VK (Mail.ru Group);4.5;GeekBrains;25 Декабря;Не указана;285 012;https://tutortop.ru/goto/?number=6614&term=9;QA
191;Обеспечение безопасности значимых объектов КИИ. Повышение квалификации;-;4.7;Академия АйТи;02 Января;Не указана;57 900;https://tutortop.ru/goto/?number=6614&term=9;InfSec
192;Аудитор смарт-контрактов;Станьте элитой, стоящей на страже безопасности протоколов и миллионных TVL. Научитесь загонять смарт-контракты в «красную зону» и писать сотни автотестов на хардхэте. По окончании буткемпа вы будете знать все кейсы с Ethernaut и Damn Vulnerable DeFi как «отче наш».;4.3;Moscow Coding School;17 Декабря;7 месяцев;130 000;https://tutortop.ru/goto/?number=6614&term=9;InfSec
193;Комплект курсов Криптовалюты и токены;Разбор технических параметров и экономических аспектов крупнейших по капитализации, и наиболее перспективных для инвестирования криптовалют и токенов.;4.5;Cryptemic;17 Декабря;Не указана;11 900;https://tutortop.ru/goto/?number=6614&term=9;crypto
194;Курс «Автоматизатор тестирования на Java»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;03 Января;5 месяцев;145 000;https://tutortop.ru/goto/?number=6614&term=9;Java
195;Инженер по тестированию: с нуля до middle;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;15 месяцев;221 000;https://tutortop.ru/goto/?number=6614&term=9;QA
196;Профессия Специалист по кибербезопасности;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;12 месяцев;175 674;https://tutortop.ru/goto/?number=6614&term=9;InfSec
197;Python-разработчик;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;28 Декабря;6.5 месяцев;124 000;https://tutortop.ru/goto/?number=6614&term=9;PY
198;Анализ данных на Python;-;4.5;iNordic;17 Декабря;4 месяца;60 840;https://tutortop.ru/goto/?number=6614&term=9;PY
199;Онлайн-курс Adobe Photoshop и Illustrator;у школы есть лицензия минобразования;4.3;Irs Academy;17 Декабря;Не указана;36 400;https://tutortop.ru/goto/?number=6614&term=9;Web
200;Мобильные приложения на no-code;Научим собирать сложные мобильные приложения без навыков программирования с помощью no-code инструментов.;4.6;Cyberband Academy;30 Декабря;2 месяца;55 000;https://tutortop.ru/goto/?number=6614&term=9;NoCode
201;Ceph;Изучите технологию сетевого хранилища Ceph, чтобы использовать в своих проектах для повышения отказоустойчивости.;4.3;Слёрм;17 Декабря;4 месяца;65 000;https://tutortop.ru/goto/?number=6614&term=9;Data
202;Python для системных администраторов;-;4.3;Teach&Study;17 Декабря;Не указана;18 000;https://tutortop.ru/goto/?number=6614&term=9;PY
203;Создание игр в Roblox Studio;-;4.3;Coddy;17 Декабря;Не указана;750;https://tutortop.ru/goto/?number=6614&term=9;Lua
204;Курс Разработчик на Bubble;За 2 месяца научитесь создавать аналоги AirBnB, Яндекс.Еда, Авито и другие востребованные сервисы без навыков программирования.;4.3;ZeroCoder;17 Декабря;2 месяца;31 300;https://tutortop.ru/goto/?number=6614&term=9;NoCode
205;Искусственный интеллект в государственном управлении;Обучение от практикующих специалистов Центра искусственного интеллекта Университета Иннополис. В 2022 году обучили 134 госслужащих и специалистов центров компетенций из 54 регионов РФ.;4.3;Университет Иннополис;13 Февраля;2,5 месяца;40 000;https://tutortop.ru/goto/?number=6614&term=9;IT
206;React + Next.js - с нуля. TypeScript, Hooks, SSR и CSS Grid;Полный курс по современному Frontend на React и Next.js. Всё от CSS Grid и TypeScript до React Hooks и SSR;4.3;PurpleSchool;17 Декабря;2 месяца;1 290;https://tutortop.ru/goto/?number=6614&term=9;Frontend
207;Vue.js Продвинутая веб разработка;Записывайтесь и за 6 недель освойте продвинутые навыки веб-разработчика, и получите SPA-проект в портфолио.;4.5;LoftSchool;09 Января;1,5 месяц;77 500;https://tutortop.ru/goto/?number=6614&term=9;Web
208;Основы тестирования;Практическое обучение от middle/senior специалистов по тестированию ПО. Занятия в малых группах с «живой» обратной связью от преподавателей. Стажировка и трудоустройство в компанию MAXIMA или компании-партнеры для успешных выпускников.;4.6;Maxima School;19 Декабря;2,5 месяца;36 000;https://tutortop.ru/goto/?number=6614&term=9;QA
209;Программирование - и точка!;Пройди путь от «я слышал, что программист это круто» до создания своего собственного проекта на Python всего за две недели!;4.5;LearnHub;17 Декабря;0,5 месяцев;7 500;https://tutortop.ru/goto/?number=6614&term=9;PY
210;Техническая защита информации от утечки по техническим каналам;Курс предназначен для специалистов (включая государственных гражданских служащих), работающих в области ТЗИ в части разработки и применения способов и средств защиты информации ограниченного доступа от утечки по техническим каналам.;4.3;Инфобезопасность;28 Декабря;Не указана;30 000;https://tutortop.ru/goto/?number=6971&term=9;InfSec
211;1С программист;Освойте перспективную профессию с зарплатой от 70 тыс. рублей* и научитесь администрировать платформу 1С;4.3;Академия «Сигма»;17 Декабря;6 месяцев;44;https://tutortop.ru/goto/?number=6971&term=9;1C
212;iOS;Стань востребованным iOS разработчиком, обучаясь у практиков. Учебная программа “Разработка приложений для iOS” создана для тех, кто хочет с нуля освоить разработку приложений для одной из самых популярных мобильных платформ в мире.;4.2;Компьютерная Академия TOP;17 Декабря;Не указана;169 320;https://tutortop.ru/goto/?number=6971&term=9;mobile
213;Профессия: Web-разработчик;Научитесь верстать сайты на HTML и CSS, изучите JavaScript. Сможете разрабатывать на PHP серверную часть сайта, создадите свой первый веб-сайт и настроите базу данных. Научитесь разрабатывать сайты с помощью HTML и CSS. Узнаете, как улучшить пользовательский опыт и достичь идеальной верстки. Познакомитесь со структурами и библиотеками JavaScript, научитесь писать легко читаемый код и создадите свой первый сайт. Сможете создавать сайты и веб-приложения повышенной сложности, обрабатывать пользовательские функции и работать с файлами.;4.8;ProductStar;17 Декабря;10 месяцев;170 000;https://tutortop.ru/goto/?number=6971&term=9;Web
214;Профессия Android-разработчик;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;27 Декабря;16 месяцев;255 200;https://tutortop.ru/goto/?number=6971&term=9;mobile
215;Программист JavaScript;Jфициальная школа холдинга VK (Mail.ru Group);4.5;GeekBrains;25 Декабря;Не указана;285 012;https://tutortop.ru/goto/?number=6971&term=9;JS
216;Расследования компьютерных инцидентов. Компьютерная криминалистика;-;4.7;Академия АйТи;19 Декабря;Не указана;40 000;https://tutortop.ru/goto/?number=6971&term=9;InfSec
217;NFT-разработчик;Разберем стандарты ERC721 и ERC1155 со всеми примочками, рассмотрим лучшие практики оформления метадаты и хранения данных, научимся оптимизироваться под OpenSea. Также уделим внимание маркетингу коллекций, разработке грамотного роадмэпа и работе с комьюнити.;4.3;Moscow Coding School;17 Декабря;4 месяца;130 000;https://tutortop.ru/goto/?number=6971&term=9;crypto
218;Комплект курсов Крипто-боты;Заработок на работе с платформами для автоматизации торговли на централизованных биржах (алгоритмический трейдинг).;4.5;Cryptemic;17 Декабря;Не указана;11 900;https://tutortop.ru/goto/?number=6971&term=9;crypto
219;iOS-разработчик;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;22 Декабря;10 месяцев;140 000;https://tutortop.ru/goto/?number=6971&term=9;mobile
220;Системный аналитик с нуля до middle;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;15 месяцев;216 500;https://tutortop.ru/goto/?number=6971&term=9;IT
221;Профессия Разработчик VR с нуля до PRO;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;24 месяца;204 127;https://tutortop.ru/goto/?number=6971&term=9;VR
222;Фронтенд-разработчик;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;28 Декабря;6.5 месяцев;124 000;https://tutortop.ru/goto/?number=6971&term=9;Frontend
223;JavaScript-разработчик;-;4.5;iNordic;17 Декабря;4 месяца;53 640;https://tutortop.ru/goto/?number=6971&term=9;JS
224;Онлайн-курс системного администратора;у школы есть лицензия минобразования;4.3;Irs Academy;19 Декабря;Не указана;33 500;https://tutortop.ru/goto/?number=6971&term=9;administrator
225;Python для инженеров;Научим писать автоматизацию: Docker, Gitlab, Prometheus, K8S и др.;4.3;Слёрм;16 Января;3 месяца;60 000;https://tutortop.ru/goto/?number=6971&term=9;PY
226;Программирование на языке Python - 1 уровень;Python – высокоуровневый язык программирования, ориентированный на повышение производительности разработчика и читаемости кода.;4.3;Teach&Study;17 Декабря;1,5 месяц;18 000;https://tutortop.ru/goto/?number=6971&term=9;PY
227;Разработка мобильных игр на Android;-;4.3;Coddy;17 Декабря;Не указана;750;https://tutortop.ru/goto/?number=6971&term=9;mobile
228;Directual: от нуля до PRO;Научитесь собирать безопасные, мощные и масштабируемые приложения-звездолёты без команды разработки.;4.3;ZeroCoder;17 Декабря;2 месяца;31 200;https://tutortop.ru/goto/?number=6971&term=9;Nocode
229;Microservices - паттерны и практика построения микросервисов;Полный курс по микросервисной архитектуре и построению асинхронных систем на примере Node.js, Nest.js, RabbitMQ и Nx;4.3;PurpleSchool;17 Декабря;2 месяца;1 290;https://tutortop.ru/goto/?number=6971&term=9;NodeJS
230;Комплексное обучение JavaScript;Курс рассчитан на веб-разработчиков с опытом от 1 года или на тех, кто уже прошел наш курс «Веб-разработка для начинающих»;4.5;LoftSchool;02 Января;1,5 месяц;77 500;https://tutortop.ru/goto/?number=6971&term=9;JS
231;Техническая защита информации ограниченного доступа;Курс предназначен для специалистов, работающих в области обеспечения безопасности информации в ключевых системах информационной инфраструктуры, противодействия иностранным техническим разведкам и технической защиты информации, утвержденными ФСТЭК России 4 апреля 2015 г.;4.3;Инфобезопасность;28 Декабря;Не указана;30 000;https://tutortop.ru/goto/?number=6971&term=9;InfSec
232;Front-end;Курсы Front-end в Москве. Учебная программа “Курс Front-end” подходит как для начинающих программистов, так и для тех, кто хочет связать свою жизнь с работой в сфере web-программирования;4.2;Компьютерная Академия TOP;17 Декабря;Не указана;169 320;https://tutortop.ru/goto/?number=6971&term=9;Frontend
233;Профессия: Frontend разработчик;Вы научитесь создавать удобные и эффектные сайты, приложения и сервисы. Освоите одну из самых актуальных профессий и станете востребованным специалистом для любой IT компании. Изучите синтаксис языка Javascript, познакомитесь с переменными и операторами, научитесь писать и структурировать свой код и разбираться в чужом. Освоите HTML до продвинутого уровня, а также познакомитесь с крутыми возможностями CSS.Изучите основы тестирования верстки + DevTools. Поймёте, как улучшить пользовательский опыт (UX) и достичь идеальной верстки.;4.8;ProductStar;17 Декабря;10 месяцев;170 000;https://tutortop.ru/goto/?number=6971&term=9;Frontend
234;Профессия Fullstack веб-разработчик на JavaScript и PHP;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;16 Декабря;20 месяцев;253 000;https://tutortop.ru/goto/?number=6971&term=9;Fullstack
235;Программист C++;Jфициальная школа холдинга VK (Mail.ru Group);4.5;GeekBrains;25 Декабря;Не указана;285 012;https://tutortop.ru/goto/?number=6971&term=9;C++
236;Комплект курсов Крипто-кошельки;Горячие и холодные криптовалютные кошельки, для надежного хранения крипто активов и получения пассивного дохода.;4.5;Cryptemic;17 Декабря;Не указана;11 900;https://tutortop.ru/goto/?number=6971&term=9;crypto
237;Курс «Веб‑разработчик»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;29 Декабря;6.5 месяцев;140 000;https://tutortop.ru/goto/?number=6971&term=9;Web
238;Аналитика данных с нуля до middle;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;13 месяцев;216 500;https://tutortop.ru/goto/?number=6971&term=9;Data
239;Профессия Machine Learning Engineer;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;12 месяцев;190 765;https://tutortop.ru/goto/?number=6971&term=9;ML
